text,sentiment,clean_text
Uzuri wa chama kila karibu na uchaguzi kuna mtu anazidiwa na kuropoka njia wanazotumia kufanya tusiwe na uchaguzi huru na,Neutral,uzuri wa chama kila karibu na uchaguzi kuna mtu anazidiwa na kuropoka njia wanazotumia kufanya tusiwe na uchaguzi huru na
Love how Bolt app support yao 'responds promptly' after only two days true customer care lol,Negative,love how bolt app support yao 'responds promptly' after only two days true customer care lol
TanzaniaDaima Jumapili Februari 9 2020  Kinana Makamba wangoka CCM,Negative,tanzaniadaima jumapili februari 9 2020 kinana makamba wangoka ccm
"Nimeangalia Tala statement, kuna transactions kadhaa sijazifahamu, vile vile",Neutral,"nimeangalia tala statement, kuna transactions kadhaa sijazifahamu, vile vile"
"Nimepoteza kidogo tu kwa Airtel Money kwa transaction iliyofail lakini hawajarudisha pesa, support team ni mafala",Negative,"nimepoteza kidogo tu kwa airtel money kwa transaction iliyofail lakini hawajarudisha pesa, support team ni mafala"
UHURU MICHEZOCollum HudsonOdoi anataka kutimkia klabu ya Bayern Munich kwenye uhamisho wake mwezi huu wa Januari baada ya maongezi ya mkataba na Klabu yake ya Chelsea kushindikana,Negative,uhuru michezocollum hudsonodoi anataka kutimkia klabu ya bayern munich kwenye uhamisho wake mwezi huu wa januari baada ya maongezi ya mkataba na klabu yake ya chelsea kushindikana
"Nimeangalia Tala statemeeeent, kuna transactions kadhaa sijazifahamu, kawaida",Neutral,"nimeangalia tala statement, kuna transactions kadhaa sijazifahamu, kawaida"
"Jameni Little app driver amenikataa booking mara tatu, hii ni ya kunigongaaa vibaya 😭",Negative,"jameni little app driver amenikataa booking mara tatu, hii ni ya kunigonga vibaya"
Ai KCB app wamenitoza ile pesa bila kunieleza hii ni wizi wa ya kuninyonya 😞,Negative,ai kcb app wamenitoza ile pesa bila kunieleza hii ni wizi wa ya kuninyonya
"Safaricom customer care walinisaidia kurudisha bundles zilizopotea, hudumaaaaa ni ya kunigonga sawa kweli",Positive,"safaricom customer care walinisaidia kurudisha bundles zilizopotea, huduma ni ya kunigonga sawa kweli"
Chama cha Wamiliki wa Mabasi Tanzania TABOA kimemwandikia barua Waziri Mkuu Kassim Majaliwa kujitoa kwenye kamati ndogo Akizungumzia sababu za kujitoa ktk kamati hiyo Katibu Mkuu wa TABOA Ernest Mrutu alisema wamefikia hatua hiyo kutokana na changamoto zao kutotatuliwa,Negative,chama cha wamiliki wa mabasi tanzania taboa kimemwandikia barua waziri mkuu kassim majaliwa kujitoa kwenye kamati ndogo akizungumzia sababu za kujitoa ktk kamati hiyo katibu mkuu wa taboa ernest mrutu alisema wamefikia hatua hiyo kutokana na changamoto zao kutotatuliwa
"Nimeona KCB app wameongezaaaa terms, sijasoma zote",Neutral,"nimeona kcb app wameongeza terms, sijasoma zote"
"Love how Uber Kenya support team 'responds promptly' after only dakika kumi, true customer care",Negative,"love how uber kenya support team 'responds promptly' after only dakika kumi, true customer care"
"Aki surge pricing ya Little Cab leo ni wizi wa mchana, walinitoza 5k extra bila reason 😞",Negative,"aki surge pricing ya little cab leo ni wizi wa mchana, walinitoza 5k extra bila reason"
Fiti Airtel network imekuwa stable leo internet ni legit 👏🏾,Positive,fiti airtel network imekuwa stable leo internet ni legit
shout out kwa uber dere wa leo alinipeleka mahali fast bila stress ya kunigonga sawa kabisa,Positive,shout out kwa uber dere wa leo alinipeleka mahali fast bila stress ya kunigonga sawa kabisa
"Sasa Uber wananiongezea bei kila siku lakini huduma ni ya mbaya kabisa, customer care ni mbogi ya noma",Negative,"sasa uber wananiongezea bei kila siku lakini huduma ni ya mbaya kabisa, customer care ni mbogi ya noma"
Namba yako ya simu duka ulipowasilisha taarifa zako kwa msaada zaidi Ahsante OE,Neutral,namba yako ya simu duka ulipowasilisha taarifa zako kwa msaada zaidi ahsante oe
Naona Little Cab na Little Cab fares ni almost same leo vile vile,Neutral,naona little cab na little cab fares ni almost same leo vile vile
"Little Cab fitiiii leo, dere alikuwa on time 😎",Positive,"little cab fiti leo, dere alikuwa on time"
Niko hapa nasubiri Uber Kenya dere ETA inaonyesha dakika tano,Neutral,niko hapa nasubiri uber kenya dere eta inaonyesha dakika tano
Hata mimi machale yamenicheza hivyo hivyo,Neutral,hata mimi machale yamenicheza hivyo hivyo
That Little app driver alikuwa sawa kabisa polite na anajua route naye anaongea Sheng poa 👏🏾,Positive,that little app driver alikuwa sawa kabisa polite na anajua route naye anaongea sheng poa
"Thanks Safaricom for the 'fast' 4G that loads nothing for for like an hour, very impressive 😂",Negative,"thanks safaricom for the 'fast' 4g that loads nothing for for like an hour, very impressive"
Uber Kenya wametuma promo code kwa email sijui kama itafanya kazi kwa app,Neutral,uber kenya wametuma promo code kwa email sijui kama itafanya kazi kwa app
"Nimeangalia Equity Bank statement, kuna transactions kadhaa sijazifahamu, bado nasubiri",Neutral,"nimeangalia equity bank statement, kuna transactions kadhaa sijazifahamu, bado nasubiri"
"Nataka kuelewaaaaa Little Cab wananiitia surge kila saa za jioni, ata siku ya jua nzuri, hii ni biashara ya kuninoma tu, sitaongea na huyo dere tena",Negative,"nataka kuelewa little cab wananiitia surge kila saa za jioni, ata siku ya jua nzuri, hii ni biashara ya kuninoma tu, sitaongea na huyo dere tena"
asante mungu equity bank transaction ilifanikiwa fast leo pesa zikaingia haraka 🎉,Positive,asante mungu equity bank transaction ilifanikiwa fast leo pesa zikaingia haraka
"Nimetuma 10k kupitia M-Pesa app na ikafika instant, no delays, service ni top 🔥🔥",Positive,"nimetuma 10k kupitia m-pesa app na ikafika instant, no delays, service ni top"
"Love how Uber Kenya customer care 'responds promptly' after only siku tatu, true customer care 😅",Negative,"love how uber kenya customer care 'responds promptly' after only siku tatu, true customer care"
"Nashukuru KCB customer care walinisaidia kurudisha balance yangu ilikuwa imepotea, huduma ni fiti",Positive,"nashukuru kcb customer care walinisaidia kurudisha balance yangu ilikuwa imepotea, huduma ni fiti"
"Sasa surge priciiing ya Bolt leo ni wizi wa mchana, walinitoza 500 bob extra bila reason 💔",Negative,"sasa surge pricing ya bolt leo ni wizi wa mchana, walinitoza 500 bob extra bila reason"
"Wow Branch, thanks for the 'instant' transaction that tooook wiki nzima to process, much appreciated lol",Negative,"wow branch, thanks for the 'instant' transaction that tok wiki nzima to process, much appreciated lol"
"Nashukuru M-Pesa customer care walinisaidia kurudisha 50 bob ilikuwa imepotea, huduma ni smooth",Positive,"nashukuru m-pesa customer care walinisaidia kurudisha 50 bob ilikuwa imepotea, huduma ni smooth"
"KCB wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante saaana ✅",Positive,"kcb wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sana"
Da kaka kuna mda yanaweza kukukuta mambo magumu mpaka inakubidi tu uwe mbali ila inaumiza s,Negative,da kaka kuna mda yanaweza kukukuta mambo magumu mpaka inakubidi tu uwe mbali ila inaumiza s
Watoto huleta furaha nyumbani endeleza furaha yako kwa kuwapa wanao kile wakipendacho kwani kupitia kifurushi cha Bomba 19000 mwanao atafurahia chaneli za watoto ikiwemo katuni Mickey and the Roadster Racers leo saa 10 jioni ndani ya chaneli Disney Junior 309,Positive,watoto huleta furaha nyumbani endeleza furaha yako kwa kuwapa wanao kile wakipendacho kwani kupitia kifurushi cha bomba 190 mwanao atafurahia chaneli za watoto ikiwemo katuni mickey and the roadster racers leo saa 10 jioni ndani ya chaneli disney junior 309
Mimi na Mdogo wangu Tutakuwepo kwenye mashindano haya ya Sayansi Teknolojia na Ubunifu ambayo yanafanyika k,Neutral,mimi na mdogo wangu tutakuwepo kwenye mashindano haya ya sayansi teknolojia na ubunifu ambayo yanafanyika k
Ata leo Little app wamenishow love ride ilikuwa fast na safi big up team 😊,Positive,ata leo little app wamenishow love ride ilikuwa fast na safi big up team
Tunajivunia kwa mwaka wa tatu kuwa na partnership kupitia tuzo za na imetufungulia milango m,Positive,tunajivunia kwa mwaka wa tatu kuwa na partnership kupitia tuzo za na imetufungulia milango m
asante mungu little cab promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri 💪🏾,Positive,asante mungu little cab promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri
"Shout out kwa Uber Kenya dere wa leo, alinipeleka mahali fast bila stress, legit kabisa",Positive,"shout out kwa uber kenya dere wa leo, alinipeleka mahali fast bila stress, legit kabisa"
Nimepoteza pesa zangu zote kwa Equity Bank kwa transaction iliyofail lakini hawajarudisha pesa support team ni wasee wa kuongea tu,Negative,nimepoteza pesa zangu zote kwa equity bank kwa transaction iliyofail lakini hawajarudisha pesa support team ni wasee wa kuongea tu
"KCB loan approval ilikuja within minutes, hii app ni top notch kweli 💯",Positive,"kcb loan approval ilikuja within minutes, hii app ni top notch kweli"
"Nimeona KCB app wameongeza terms, sijasoma zote",Neutral,"nimeona kcb app wameongeza terms, sijasoma zote"
M-Pesa app loan approval ilikuja within minutes hii app ni legit kweli 👏🏾,Positive,m-pesa app loan approval ilikuja within minutes hii app ni legit kweli
bolt app,Negative,bolt app
HILO NI NENO NALO  Kujali kuna ubora zaidi kuliko kupenda na lau wenginiambia ni chague kati ya mtu anayenipenda na mtu anayenijali basi ningelimchagua mtu ambaye anayenifurahisha kwa kunijali kwake Kwani hakuna faida yoyote ile kupenda bila kujali,Neutral,hilo ni neno nalo kujali kuna ubora zaidi kuliko kupenda na lau wenginiambia ni chague kati ya mtu anayenipenda na mtu anayenijali basi ningelimchagua mtu ambaye anayenifurahisha kwa kunijali kwake kwani hakuna faida yoyote ile kupenda bila kujali
"Airtel customer service hawawezi solve hii bundle issue, nimepiga simu mara tano, ni mafalaaa",Negative,"airtel customer service hawawezi solve hii bundle issue, nimepiga simu mara tano, ni mafala"
"This Faras app keeps crashing, kudunda kila time nina-book rideee, mbogi ya support yao ni wajuaji 🤦🏾‍♂️",Negative,"this faras app keeps crashing, kudunda kila time nina-book ride, mbogi ya support yao ni wajuaji"
Naona Bolt app na Faras fares ni almost same leo labda,Neutral,naona bolt app na faras fares ni almost same leo labda
"Sawa Bolt app ilinitumia rider mzuri leo, the ride was ya kunibamba",Positive,"sawa bolt app ilinitumia rider mzuri leo, the ride was ya kunibamba"
"Leo nimetumia Little Cab kutoka town kwenda home, ride ilikuwa sina maoni mengi",Neutral,"leo nimetumia little cab kutoka town kwenda home, ride ilikuwa sina maoni mengi"
"Tala wametuma SMS kuhusu new charges, sijui kama itaaffect sana, maybe",Neutral,"tala wametuma sms kuhusu new charges, sijui kama itaaffect sana, maybe"
Mungu anakuona wa nay,Neutral,mungu anakuona wa nay
Amejikuta ameropoka mambo ya chumbaniUkiongelea uovu gizani basi mchana kweupeeeeeeeeeeeee,Negative,amejikuta ameropoka mambo ya chumbaniukiongelea uovu gizani basi mchana kweupe
"Equitel wamesema watafanya maintenance leo usiku, sio mbaya sio mzuri",Neutral,"equitel wamesema watafanya maintenance leo usiku, sio mbaya sio mzuri"
Lubasha nakubaliana na wewe ila sometime huyo uneyemfanyia ubinadamu atatoka na kusema kwa mtu Aah hii k,Neutral,lubasha nakubaliana na wewe ila sometime huyo uneyemfanyia ubinadamu atatoka na kusema kwa mtu aah hii k
leo nimetumia uber kenya kutoka town kwenda home ride ilikuwa sina maoni mengi,Neutral,leo nimetumia uber kenya kutoka town kwenda home ride ilikuwa sina maoni mengi
m-pesa wamenisave leo nilikuwa na emergency na loan ikaapprove fast asante sana 🎉,Positive,m-pesa wamenisave leo nilikuwa na emergency na loan ikaapprove fast asante sana
Hili jambo halitaki kadamnasi but work on progressmambo ni kabisa kwa ground lakini,Neutral,hili jambo halitaki kadamnasi but work on progressmambo ni kabisa kwa ground lakini
"Niseme tu Little app wameokoa siku yangu, dere alikuja mapema na gari safi 🙏🏾",Positive,"niseme tu little app wameokoa siku yangu, dere alikuja mapema na gari safi"
Nashukuru sana Mr Togolani Kitabu tayari kipo sokoni kwa Bei Ya sh 20000 Kina idadi ya page 180 Na kina Idadi ya Sura 8 Kimeandikwa kwa lugha ya Kiswahili Kwa Mahitaji zaid ya kitabu Tuwasiliane kwa njia ya whats app  0624613046 ht,Positive,nashukuru sana mr togolani kitabu tayari kipo sokoni kwa bei ya sh 20 kina idadi ya page 180 na kina idadi ya sura 8 kimeandikwa kwa lugha ya kiswahili kwa mahitaji zaid ya kitabu tuwasiliane kwa njia ya whats app 0624613046 ht
Mbona hivi vidonge vimeadimika hv kwann Maana wagojwa wa Ulcers wanapata tabu,Negative,mbona hivi vidonge vimeadimika hv kwann maana wagojwa wa ulcers wanapata tabu
Yawa Telkom network imekuwa stable leo internet ni bomba 😂🔥,Positive,yawa telkom network imekuwa stable leo internet ni bomba
Pamoja sana Tigo live itTigo love it,Neutral,pamoja sana tigo live ittigo love it
nimeangalia m-pesa app statement kuna transactions kadhaa sijazifahamu kawaida,Neutral,nimeangalia m-pesa app statement kuna transactions kadhaa sijazifahamu kawaida
Data za Airtel zinaishaaa kwa speed ya ajabu hii ni noma ya kunidunda 😡,Negative,data za airtel zinaisha kwa speed ya ajabu hii ni noma ya kunidunda
Nashangaa kama Telkom watabadilisha bundle prices mwezi huu ata sijuiiiii,Neutral,nashangaa kama telkom watabadilisha bundle prices mwezi huu ata sijui
niceee little app promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri 💪🏾,Positive,nice little app promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri
"Leo nimetumia Uber kutoka town kwenda home, ride ilikuwa bado nasubiri",Neutral,"leo nimetumia uber kutoka town kwenda home, ride ilikuwa bado nasubiri"
Wadau wanasema WanaSiasa Wana Nafasi kubwa ya Kuhamasisha Community ParticipationUshiriki wa Jamii ktk Kuchangia,Positive,wadau wanasema wanasiasa wana nafasi kubwa ya kuhamasisha community participationushiriki wa jamii ktk kuchangia
"M-Shwari wamesema watafanya maintenance leo usiku, labda",Neutral,"m-shwari wamesema watafanya maintenance leo usiku, labda"
"Big up Uber for the fast response, this app is sawa kabisa sasa 🙏🏾",Positive,"big up uber for the fast response, this app is sawa kabisa sasa"
"Why does Bolt app cancel my ride bila warning, nimepoteza 50 bob kwa cancellation fee, ya kuninyonya sana hii",Negative,"why does bolt app cancel my ride bila warning, nimepoteza 50 bob kwa cancellation fee, ya kuninyonya sana hii"
"Niko hapa nasubiri Ubeeeeer Kenya dere, ETA inaonyesha dakika tano",Neutral,"niko hapa nasubiri uber kenya dere, eta inaonyesha dakika tano"
Mwananchi Alhamisi Novemba 7 2019,Neutral,mwananchi alhamisi novemba 7 2019
"Telkom wametuma SMS kuhusu tariff changeeees, kawaida",Neutral,"telkom wametuma sms kuhusu tariff changes, kawaida"
"Big up M-Shwari kwa kuongeza intereeest rate poa kwa savings, nimeokoa balance yangu mwezi huu 🎉",Positive,"big up m-shwari kwa kuongeza interest rate poa kwa savings, nimeokoa balance yangu mwezi huu"
"M-Shwari app imeongeza feature mpya ya kutumaaa pesa kwa group, sijaitry bado",Neutral,"m-shwari app imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado"
"Niceee Uber ilinitumia rider mzuri leo, the rideeee was bomba 😂🔥",Positive,"nice uber ilinitumia rider mzuri leo, the ride was bomba"
"Nimekuwa nikiwait siku tatu M-Pesa kunijibu kuhusu pesa zangu zilizopotea, support team ni story mbaya 😞",Negative,"nimekuwa nikiwait siku tatu m-pesa kunijibu kuhusu pesa zangu zilizopotea, support team ni story mbaya"
"That Uber dere alikuwa freshi, polite na anajua route, naye anaongea Sheng poa 💪🏾",Positive,"that uber dere alikuwa freshi, polite na anajua route, naye anaongea sheng poa"
Love it when M-Pesa app 'protects my money' by freezing my account for no reason great service 😂,Negative,love it when m-pesa app 'protects my money' by freezing my account for no reason great service
Leo nimetumia Uber kutoka town kwenda home ride ilikuwa labda,Neutral,leo nimetumia uber kutoka town kwenda home ride ilikuwa labda
Oh wow Bolt app thank you so much for cancelling my ride after two days of waiting very professional indeed 👏🏾,Negative,oh wow bolt app thank you so much for cancelling my ride after two days of waiting very professional indeed
oh wow faras thank you so much for cancelling my ride after forever of waiting very professional indeed 😂,Negative,oh wow faras thank you so much for cancelling my ride after forever of waiting very professional indeed
"Equitel wametuma SMS kuhusu new charges, sijui kama itaaffect sana, sinaaaaa maoni mengi",Neutral,"equitel wametuma sms kuhusu new charges, sijui kama itaaffect sana, sina maoni mengi"
